date,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2008-01-02,2008-01-02,100.03,99.99,100.17,99.88,50300,503095.0,0.0,0.0,0.0,0.0
2008-01-03,2008-01-03,100.01,99.86,100.02,99.79,27700,275453.0,0.23,-0.13,-0.13,0.0
2008-01-04,2008-01-04,99.88,100.02,100.06,99.88,31800,316583.0,0.18,0.16,0.16,0.0
2008-01-07,2008-01-07,100.07,100.11,100.2,100.07,84100,837849.0,0.13,0.09,0.09,0.0
2008-01-08,2008-01-08,100.12,100.18,100.18,100.12,46600,464424.0,0.06,0.07,0.07,0.0
2008-01-09,2008-01-09,100.2,100.22,100.26,100.18,26800,267252.0,0.08,0.04,0.04,0.0
2008-01-10,2008-01-10,100.23,100.21,100.29,100.05,33400,333022.0,0.24,-0.01,-0.01,0.0
2008-01-11,2008-01-11,100.23,100.09,100.23,100.03,44500,443161.0,0.2,-0.12,-0.12,0.0
2008-01-14,2008-01-14,100.14,100.16,100.21,100.14,20300,202618.0,0.07,0.07,0.07,0.0
2008-01-15,2008-01-15,100.18,100.27,100.35,100.18,138100,1381145.0,0.17,0.11,0.11,0.0
2008-01-16,2008-01-16,100.29,100.33,100.33,100.13,1223300,12275562.0,0.2,0.06,0.06,0.0
2008-01-17,2008-01-17,100.35,100.28,100.35,100.24,119000,1190198.0,0.11,-0.05,-0.05,0.0
2008-01-18,2008-01-18,100.29,100.29,100.29,100.28,159600,1601861.0,0.01,0.01,0.01,0.0
2008-01-21,2008-01-21,100.33,99.71,100.36,99.71,406600,3959306.0,0.65,-0.58,-0.58,0.0
2008-01-22,2008-01-22,99.73,100.14,100.2,99.62,2319400,23203876.0,0.58,0.43,0.43,0.0
2008-01-23,2008-01-23,100.15,100.84,101.0,99.91,966700,9807513.0,1.09,0.7,0.7,0.0
2008-01-24,2008-01-24,100.86,100.96,100.96,100.81,108800,1092498.0,0.15,0.12,0.12,0.0
2008-01-25,2008-01-25,100.97,100.47,100.97,100.09,83300,833559.0,0.87,-0.49,-0.49,0.0
2008-01-28,2008-01-28,100.52,100.29,100.52,100.04,52700,525280.0,0.48,-0.18,-0.18,0.0
2008-01-29,2008-01-29,100.5,100.43,100.5,100.29,45900,455969.0,0.21,0.14,0.14,0.0
2008-01-30,2008-01-30,100.44,100.73,100.88,100.44,127800,1279894.0,0.44,0.3,0.3,0.0
2008-01-31,2008-01-31,100.75,100.84,101.08,100.65,46400,466116.0,0.43,0.11,0.11,0.0
2008-02-01,2008-02-01,100.86,101.32,101.33,100.69,98300,983074.0,0.63,0.48,0.48,0.0
2008-02-04,2008-02-04,101.36,101.4,101.41,101.36,103200,1033177.0,0.05,0.08,0.08,0.0
2008-02-05,2008-02-05,101.42,101.59,101.59,101.42,341200,3421288.0,0.17,0.19,0.19,0.0
2008-02-13,2008-02-13,101.71,101.82,101.83,101.58,185300,1863930.0,0.25,0.23,0.23,0.0
2008-02-14,2008-02-14,101.84,102.08,102.29,101.83,94700,959166.0,0.45,0.26,0.26,0.0
2008-02-15,2008-02-15,102.1,102.09,102.24,102.05,42300,429189.0,0.19,0.01,0.01,0.0
2008-02-18,2008-02-18,102.13,101.96,102.2,101.82,92900,939303.0,0.37,-0.13,-0.13,0.0
2008-02-19,2008-02-19,101.97,101.85,101.97,101.82,25800,260976.0,0.15,-0.11,-0.11,0.0
2008-02-20,2008-02-20,101.86,101.54,101.95,101.54,63800,644088.0,0.4,-0.3,-0.31,0.0
2008-02-21,2008-02-21,101.55,101.06,101.92,101.06,100200,1004391.0,0.85,-0.47,-0.48,0.0
2008-02-22,2008-02-22,101.07,101.23,101.23,101.0,146700,1469453.0,0.23,0.17,0.17,0.0
2008-02-25,2008-02-25,101.27,101.31,101.32,101.04,43800,438451.0,0.28,0.08,0.08,0.0
2008-02-26,2008-02-26,101.33,101.35,101.36,101.21,42700,428662.0,0.15,0.04,0.04,0.0
2008-02-27,2008-02-27,101.37,101.45,101.46,101.34,23700,239497.0,0.12,0.1,0.1,0.0
2008-02-28,2008-02-28,101.47,101.28,101.47,101.22,20800,208305.0,0.25,-0.17,-0.17,0.0
2008-02-29,2008-02-29,101.28,101.77,101.79,101.28,129500,1310214.0,0.5,0.48,0.49,0.0
2008-03-03,2008-03-03,101.82,101.53,101.92,101.5,85700,858970.0,0.41,-0.24,-0.24,0.0
2008-03-04,2008-03-04,101.55,101.6,101.6,101.52,54600,546992.0,0.08,0.07,0.07,0.0
2008-03-05,2008-03-05,101.62,101.89,102.03,101.57,58500,588902.0,0.45,0.29,0.29,0.0
2008-03-06,2008-03-06,101.9,102.18,102.18,101.79,550500,5583252.0,0.38,0.28,0.29,0.0
2008-03-07,2008-03-07,102.2,102.41,102.41,102.15,257400,2612329.0,0.25,0.23,0.23,0.0
2008-03-10,2008-03-10,102.46,102.3,102.5,102.25,394500,3978414.0,0.24,-0.11,-0.11,0.0
2008-03-11,2008-03-11,102.31,102.43,102.47,102.27,1095600,11167786.0,0.2,0.13,0.13,0.0
2008-03-12,2008-03-12,102.44,102.58,102.65,102.43,1112600,11355267.0,0.21,0.15,0.15,0.0
2008-03-13,2008-03-13,102.6,102.64,103.76,102.6,152300,1534069.0,1.13,0.06,0.06,0.0
2008-03-14,2008-03-14,102.66,102.69,102.72,102.57,250700,2530551.0,0.15,0.05,0.05,0.0
2008-03-17,2008-03-17,102.73,102.68,102.85,102.66,1323300,13376206.0,0.19,-0.01,-0.01,0.0
2008-03-18,2008-03-18,102.69,102.8,102.9,102.69,716700,7378601.0,0.2,0.12,0.12,0.0
2008-03-19,2008-03-19,102.82,102.76,102.87,102.68,486100,5037519.0,0.18,-0.04,-0.04,0.0
2008-03-20,2008-03-20,102.77,102.78,102.84,102.29,1982100,20336758.0,0.54,0.02,0.02,0.0
2008-03-21,2008-03-21,102.8,102.81,102.93,102.75,16962200,169939520.0,0.18,0.03,0.03,0.0
2008-03-24,2008-03-24,102.86,103.04,103.04,102.85,1805200,18493368.0,0.18,0.22,0.23,0.0
2008-03-25,2008-03-25,103.06,103.23,103.23,103.06,835900,8657920.0,0.16,0.18,0.19,0.0
2008-03-26,2008-03-26,103.24,103.74,103.83,103.21,6747500,69307080.0,0.6,0.49,0.51,0.0
2008-03-27,2008-03-27,103.76,103.9,103.98,103.7,1854900,18909508.0,0.27,0.15,0.16,0.0
2008-03-28,2008-03-28,103.92,104.09,104.17,103.2,1029400,10430467.0,0.93,0.18,0.19,0.0
2008-03-31,2008-03-31,104.13,105.13,105.13,103.98,919500,9351746.0,1.1,1.0,1.04,0.0
2008-04-01,2008-04-01,105.14,105.08,105.23,104.89,764600,7890725.0,0.32,-0.05,-0.05,0.0
2008-04-02,2008-04-02,105.1,105.04,105.1,104.91,1449400,14710062.0,0.18,-0.04,-0.04,0.0
2008-04-03,2008-04-03,105.03,105.03,105.05,104.94,249400,2551860.0,0.1,-0.01,-0.01,0.0
2008-04-07,2008-04-07,105.09,105.05,105.12,105.04,2329700,23508944.0,0.08,0.02,0.02,0.0
2008-04-08,2008-04-08,105.06,104.98,105.09,104.84,5871900,59633088.0,0.24,-0.07,-0.07,0.0
2008-04-09,2008-04-09,104.99,104.97,105.02,104.93,2193300,22728824.0,0.09,-0.01,-0.01,0.0
2008-04-10,2008-04-10,104.99,105.01,105.06,104.71,4621600,46937788.0,0.33,0.04,0.04,0.0
2008-04-11,2008-04-11,105.02,105.11,105.12,104.95,3532300,36042408.0,0.16,0.1,0.1,0.0
2008-04-14,2008-04-14,105.15,105.07,105.18,105.06,508200,5117132.0,0.11,-0.04,-0.04,0.0
2008-04-15,2008-04-15,105.08,105.12,105.18,104.96,186400,1923246.0,0.21,0.05,0.05,0.0
2008-04-16,2008-04-16,105.13,105.12,105.15,105.07,982400,9916483.0,0.08,0.0,0.0,0.0
2008-04-17,2008-04-17,105.13,105.03,105.13,104.99,2066100,20971556.0,0.13,-0.09,-0.09,0.0
2008-04-18,2008-04-18,105.04,105.03,105.14,104.92,14345300,147007056.0,0.21,0.0,0.0,0.0
2008-04-21,2008-04-21,105.08,105.11,105.16,104.3,942800,9782403.0,0.82,0.08,0.08,0.0
2008-04-22,2008-04-22,105.12,105.0,105.19,104.99,454000,4611741.0,0.19,-0.1,-0.11,0.0
2008-04-23,2008-04-23,105.01,105.21,105.21,105.01,5337200,53439996.0,0.19,0.2,0.21,0.0
2008-04-24,2008-04-24,105.13,105.21,105.21,105.05,3400600,34966684.0,0.15,0.0,0.0,0.0
2008-04-25,2008-04-25,105.23,105.14,105.23,105.08,639700,6500247.0,0.14,-0.07,-0.07,0.0
2008-04-28,2008-04-28,105.18,105.13,105.18,105.0,1149600,11607734.0,0.17,-0.01,-0.01,0.0
2008-04-29,2008-04-29,105.14,105.19,105.71,103.85,2886100,29670176.0,1.77,0.06,0.06,0.0
2008-04-30,2008-04-30,105.2,104.11,105.21,103.46,4596900,46606000.0,1.66,-1.03,-1.08,0.0
2008-05-05,2008-05-05,104.18,104.78,104.78,104.18,2880500,29126482.0,0.58,0.64,0.67,0.0
2008-05-06,2008-05-06,104.79,104.64,104.79,104.63,1243600,12558336.0,0.15,-0.13,-0.14,0.0
2008-05-07,2008-05-07,104.65,104.73,104.73,104.65,1371700,13878485.0,0.08,0.09,0.09,0.0
2008-05-08,2008-05-08,104.74,105.16,105.17,104.63,2563500,26728114.0,0.52,0.41,0.43,0.0
2008-05-09,2008-05-09,105.18,105.22,105.25,105.14,9309200,93603904.0,0.1,0.06,0.06,0.0
2008-05-12,2008-05-12,105.26,105.18,105.26,105.15,2243800,22385410.0,0.1,-0.04,-0.04,0.0
2008-05-13,2008-05-13,105.19,105.0,105.28,104.9,1508900,15268156.0,0.36,-0.17,-0.18,0.0
2008-05-14,2008-05-14,105.02,104.92,105.02,104.87,1380700,13878240.0,0.14,-0.08,-0.08,0.0
2008-05-15,2008-05-15,104.93,104.91,104.93,104.9,3328500,32973006.0,0.03,-0.01,-0.01,0.0
2008-05-16,2008-05-16,104.92,104.61,104.92,104.59,3053600,30570544.0,0.31,-0.29,-0.3,0.0
2008-05-19,2008-05-19,104.65,104.64,104.7,104.64,659900,6577798.0,0.06,0.03,0.03,0.0
2008-05-20,2008-05-20,104.66,104.71,104.75,104.64,493100,4966525.0,0.11,0.07,0.07,0.0
2008-05-21,2008-05-21,104.72,104.68,104.72,104.66,3732400,36957920.0,0.06,-0.03,-0.03,0.0
2008-05-22,2008-05-22,104.7,104.81,104.81,104.68,3167400,31475544.0,0.12,0.12,0.13,0.0
2008-05-23,2008-05-23,104.82,104.46,104.86,104.46,5589200,55627888.0,0.38,-0.33,-0.35,0.0
2008-05-26,2008-05-26,104.5,104.7,105.17,104.45,989800,9894275.0,0.69,0.23,0.24,0.0
2008-05-27,2008-05-27,104.71,104.9,104.9,104.71,2419500,24885706.0,0.18,0.19,0.2,0.0
2008-05-28,2008-05-28,104.91,104.91,105.23,104.89,2810100,28581510.0,0.32,0.01,0.01,0.0
2008-05-29,2008-05-29,104.92,104.91,105.2,104.88,26131400,257396896.0,0.31,0.0,0.0,0.0
2008-05-30,2008-05-30,104.92,105.35,105.51,104.82,3040600,30957416.0,0.66,0.42,0.44,0.0
2008-06-02,2008-06-02,105.38,105.37,105.38,105.3,3496000,34475248.0,0.08,0.02,0.02,0.0
2008-06-03,2008-06-03,105.37,105.39,105.39,105.36,2000400,19817962.0,0.03,0.02,0.02,0.0
2008-06-04,2008-06-04,105.4,105.38,105.4,105.37,285000,2866313.0,0.03,-0.01,-0.01,0.0
2008-06-05,2008-06-05,105.39,105.4,105.4,105.38,789300,8016605.0,0.02,0.02,0.02,0.0
2008-06-06,2008-06-06,105.41,105.47,105.84,105.31,508600,5136276.0,0.5,0.07,0.07,0.0
2008-06-10,2008-06-10,105.52,105.39,105.52,105.32,1815900,18387020.0,0.19,-0.08,-0.08,0.0
2008-06-11,2008-06-11,105.41,105.38,105.43,105.35,651000,6596312.0,0.08,-0.01,-0.01,0.0
2008-06-12,2008-06-12,105.39,105.32,105.39,105.02,390200,3886464.0,0.35,-0.06,-0.06,0.0
2008-06-13,2008-06-13,105.33,105.37,105.42,105.33,766800,7688363.0,0.09,0.05,0.05,0.0
2008-06-16,2008-06-16,105.41,105.37,105.41,105.04,3602800,35661888.0,0.35,0.0,0.0,0.0
2008-06-17,2008-06-17,105.38,105.36,105.43,105.36,439900,4398352.0,0.07,-0.01,-0.01,0.0
2008-06-18,2008-06-18,105.38,105.37,105.38,105.17,344900,3435091.0,0.2,0.01,0.01,0.0
2008-06-19,2008-06-19,105.38,105.38,105.42,105.37,497800,4992773.0,0.05,0.01,0.01,0.0
2008-06-20,2008-06-20,105.4,105.42,105.42,105.34,678700,6821761.0,0.08,0.04,0.04,0.0
2008-06-23,2008-06-23,105.43,105.43,105.46,105.4,516300,5157360.0,0.06,0.01,0.01,0.0
2008-06-24,2008-06-24,105.44,105.23,105.47,104.98,1590800,16376357.0,0.46,-0.19,-0.2,0.0
2008-06-25,2008-06-25,105.25,105.15,105.25,105.14,2046500,20065136.0,0.1,-0.08,-0.08,0.0
2008-06-26,2008-06-26,105.17,105.21,105.27,105.17,2603700,25282672.0,0.1,0.06,0.06,0.0
2008-06-27,2008-06-27,105.22,105.11,105.22,105.08,1486700,14563367.0,0.13,-0.1,-0.1,0.0
2008-06-30,2008-06-30,105.1,104.84,105.14,104.81,1746000,17450058.0,0.31,-0.26,-0.27,0.0
2008-07-01,2008-07-01,104.85,104.82,104.87,104.82,720600,7190249.0,0.05,-0.02,-0.02,0.0
2008-07-02,2008-07-02,104.84,104.81,104.84,104.78,7535600,75295616.0,0.06,-0.01,-0.01,0.0
2008-07-03,2008-07-03,104.83,104.77,104.83,104.71,3102400,30798408.0,0.11,-0.04,-0.04,0.0
2008-07-04,2008-07-04,104.78,104.83,104.85,104.74,210600,2055216.0,0.1,0.06,0.06,0.0
2008-07-07,2008-07-07,104.87,104.89,104.89,104.08,1011800,9976192.0,0.77,0.06,0.06,0.0
2008-07-08,2008-07-08,104.9,104.84,104.9,104.81,300800,2978827.0,0.09,-0.05,-0.05,0.0
2008-07-09,2008-07-09,104.85,104.38,104.85,104.29,271700,2673452.0,0.53,-0.44,-0.46,0.0
2008-07-10,2008-07-10,104.39,104.97,104.97,104.39,563800,5530886.0,0.56,0.57,0.59,0.0
2008-07-11,2008-07-11,104.98,104.66,104.98,104.65,967500,9546227.0,0.31,-0.3,-0.31,0.0
2008-07-14,2008-07-14,104.7,104.96,105.03,104.69,414300,4056457.0,0.32,0.29,0.3,0.0
2008-07-15,2008-07-15,104.98,104.99,104.99,104.73,719700,7085634.0,0.25,0.03,0.03,0.0
2008-07-16,2008-07-16,105.0,105.05,105.05,104.99,760300,7366656.0,0.06,0.06,0.06,0.0
2008-07-17,2008-07-17,105.06,105.3,105.37,105.06,13240900,131873472.0,0.3,0.24,0.25,0.0
2008-07-18,2008-07-18,105.32,105.11,105.32,105.11,30532400,307748384.0,0.2,-0.18,-0.19,0.0
2008-07-21,2008-07-21,105.16,105.08,105.36,105.08,17409700,175989280.0,0.27,-0.03,-0.03,0.0
2008-07-22,2008-07-22,105.1,105.1,105.14,105.06,19527000,196394352.0,0.08,0.02,0.02,0.0
2008-07-23,2008-07-23,105.12,105.33,105.34,105.12,8402400,85190408.0,0.21,0.22,0.23,0.0
2008-07-24,2008-07-24,105.33,105.34,105.35,105.25,5744000,58143396.0,0.09,0.01,0.01,0.0
2008-07-25,2008-07-25,105.35,105.41,105.45,105.34,6636000,67525080.0,0.1,0.07,0.07,0.0
2008-07-28,2008-07-28,105.46,105.49,105.53,105.17,3834900,39007672.0,0.34,0.08,0.08,0.0
2008-07-29,2008-07-29,105.48,105.44,105.5,105.13,4289500,43751312.0,0.35,-0.05,-0.05,0.0
2008-07-30,2008-07-30,105.46,105.41,105.47,105.4,31624800,322485696.0,0.07,-0.03,-0.03,0.0
2008-07-31,2008-07-31,105.42,105.42,105.45,105.41,7818200,79717288.0,0.04,0.01,0.01,0.0
2008-08-01,2008-08-01,105.43,105.42,105.7,105.38,4551200,46395320.0,0.3,0.0,0.0,0.0
2008-08-04,2008-08-04,105.46,105.45,105.55,105.38,5812100,59104656.0,0.16,0.03,0.03,0.0
2008-08-05,2008-08-05,105.47,105.44,105.48,105.33,7755200,78826456.0,0.14,-0.01,-0.01,0.0
2008-08-06,2008-08-06,105.46,105.62,105.62,105.13,3853100,39189732.0,0.46,0.17,0.18,0.0
2008-08-07,2008-08-07,105.63,105.71,105.71,105.62,3531300,35998944.0,0.09,0.09,0.09,0.0
2008-08-08,2008-08-08,105.73,105.93,105.96,105.73,17266700,176253008.0,0.22,0.21,0.22,0.0
2008-08-11,2008-08-11,105.98,105.44,106.05,105.44,11667700,119918360.0,0.58,-0.46,-0.49,0.0
2008-08-12,2008-08-12,105.46,106.07,106.14,105.44,51025100,519177888.0,0.66,0.6,0.63,0.0
2008-08-13,2008-08-13,106.09,106.23,106.44,105.86,31090000,316871104.0,0.55,0.15,0.16,0.0
2008-08-14,2008-08-14,106.25,106.34,106.35,106.2,13757200,141281264.0,0.14,0.1,0.11,0.0
2008-08-15,2008-08-15,106.34,106.03,106.43,106.03,7953000,81069104.0,0.38,-0.29,-0.31,0.0
2008-08-18,2008-08-18,106.08,106.23,106.26,106.03,6589200,67468624.0,0.22,0.19,0.2,0.0
2008-08-19,2008-08-19,106.25,106.45,106.45,105.98,16228400,165606912.0,0.44,0.21,0.22,0.0
2008-08-20,2008-08-20,106.46,106.36,106.49,106.35,19369900,199615184.0,0.13,-0.08,-0.09,0.0
2008-08-21,2008-08-21,106.37,106.52,106.52,106.37,16617200,171540512.0,0.14,0.15,0.16,0.0
2008-08-22,2008-08-22,106.53,106.56,106.65,106.53,15047100,155228384.0,0.11,0.04,0.04,0.0
2008-08-25,2008-08-25,106.61,106.61,106.62,106.58,9057900,93491600.0,0.04,0.05,0.05,0.0
2008-08-26,2008-08-26,106.62,106.57,106.62,106.56,8658100,89509544.0,0.06,-0.04,-0.04,0.0
2008-08-27,2008-08-27,106.59,106.58,106.6,106.52,6720800,68910912.0,0.08,0.01,0.01,0.0
2008-08-28,2008-08-28,106.59,106.54,106.59,106.36,12242100,125856944.0,0.22,-0.04,-0.04,0.0
2008-08-29,2008-08-29,106.56,106.72,106.72,106.54,18967700,193889664.0,0.17,0.17,0.18,0.0
2008-09-01,2008-09-01,106.8,106.94,106.94,106.8,21782600,223217424.0,0.13,0.21,0.22,0.0
2008-09-02,2008-09-02,106.95,106.97,107.05,106.94,24947200,257367872.0,0.1,0.03,0.03,0.0
2008-09-03,2008-09-03,106.99,106.98,107.16,106.98,17818500,183972512.0,0.17,0.01,0.01,0.0
2008-09-04,2008-09-04,106.99,107.32,107.32,106.99,47505800,491348160.0,0.31,0.32,0.34,0.0
2008-09-05,2008-09-05,107.34,107.69,107.72,107.34,37262300,388569120.0,0.35,0.34,0.37,0.0
2008-09-08,2008-09-08,107.75,107.73,107.79,107.6,15565000,162064464.0,0.18,0.04,0.04,0.0
2008-09-09,2008-09-09,107.75,108.04,108.25,107.71,14765000,154590016.0,0.5,0.29,0.31,0.0
2008-09-10,2008-09-10,108.05,108.38,108.45,108.05,37755900,395547328.0,0.37,0.31,0.34,0.0
2008-09-11,2008-09-11,108.4,108.88,109.33,108.11,138555900,1418100096.0,1.13,0.46,0.5,0.0
2008-09-12,2008-09-12,108.89,109.8,109.83,108.16,43670700,447103840.0,1.53,0.84,0.92,0.0
2008-09-16,2008-09-16,109.92,111.3,111.37,109.92,32150900,345020032.0,1.32,1.37,1.5,0.0
2008-09-17,2008-09-17,111.33,111.39,111.49,111.18,23050000,249902112.0,0.28,0.08,0.09,0.0
2008-09-18,2008-09-18,111.4,111.01,111.46,110.8,204889700,2173875712.0,0.59,-0.34,-0.38,0.0
2008-09-19,2008-09-19,110.41,110.65,110.82,110.18,89007500,939162560.0,0.58,-0.32,-0.36,0.0
2008-09-22,2008-09-22,110.68,110.42,110.68,110.24,53081400,557684608.0,0.4,-0.21,-0.23,0.0
2008-09-23,2008-09-23,110.44,110.56,110.57,110.29,14079900,148293536.0,0.25,0.13,0.14,0.0
2008-09-24,2008-09-24,110.44,110.95,110.96,110.44,26666200,282583424.0,0.47,0.35,0.39,0.0
2008-09-25,2008-09-25,111.05,110.98,111.09,110.73,31697700,336058432.0,0.32,0.03,0.03,0.0
2008-09-26,2008-09-26,110.98,111.09,111.16,110.85,37570100,398338688.0,0.28,0.1,0.11,0.0
2008-10-06,2008-10-06,111.22,111.06,111.36,111.0,95675400,1002098240.0,0.32,-0.03,-0.03,0.0
2008-10-07,2008-10-07,111.09,112.04,112.04,111.09,47742800,507952512.0,0.86,0.88,0.98,0.0
2008-10-08,2008-10-08,112.06,113.95,113.96,112.06,55977200,607492608.0,1.7,1.7,1.91,0.0
2008-10-09,2008-10-09,113.98,115.88,115.88,113.91,50231300,548366720.0,1.73,1.69,1.93,0.0
2008-10-10,2008-10-10,115.89,115.93,116.0,115.74,33295000,364349696.0,0.22,0.04,0.05,0.0
2008-10-13,2008-10-13,115.97,115.71,116.01,115.36,28736400,314051296.0,0.56,-0.19,-0.22,0.0
2008-10-14,2008-10-14,115.66,115.58,115.82,115.09,20702800,226011824.0,0.63,-0.11,-0.13,0.0
2008-10-15,2008-10-15,115.59,115.69,116.06,115.57,20191400,219718080.0,0.42,0.1,0.11,0.0
2008-10-16,2008-10-16,115.7,115.65,116.02,115.55,24310100,264203120.0,0.41,-0.03,-0.04,0.0
2008-10-17,2008-10-17,115.66,115.26,116.25,115.24,27872600,301120800.0,0.87,-0.34,-0.39,0.0
2008-10-20,2008-10-20,115.3,114.16,115.3,113.46,28050800,300975840.0,1.6,-0.95,-1.1,0.0
2008-10-21,2008-10-21,114.15,114.63,114.69,114.13,26503300,282108096.0,0.49,0.41,0.47,0.0
2008-10-22,2008-10-22,114.64,114.53,114.64,113.98,34360200,361746880.0,0.58,-0.09,-0.1,0.0
2008-10-23,2008-10-23,115.24,113.65,115.24,113.35,65549400,693092288.0,1.65,-0.77,-0.88,0.0
2008-10-24,2008-10-24,113.65,113.6,113.65,113.32,38273300,402098272.0,0.29,-0.04,-0.05,0.0
2008-10-27,2008-10-27,113.64,112.35,113.64,112.09,77507100,794808704.0,1.36,-1.1,-1.25,0.0
2008-10-28,2008-10-28,112.33,112.04,112.33,111.45,83031100,836585152.0,0.78,-0.28,-0.31,0.0
2008-10-29,2008-10-29,112.1,112.46,112.48,112.04,38252600,385573696.0,0.39,0.37,0.42,0.0
2008-10-30,2008-10-30,112.65,112.28,112.65,112.03,32131900,324695392.0,0.55,-0.16,-0.18,0.0
2008-10-31,2008-10-31,112.29,112.29,112.37,112.08,29692500,296555360.0,0.26,0.01,0.01,0.0
2008-11-03,2008-11-03,112.33,112.07,112.34,112.05,30346700,311672160.0,0.26,-0.2,-0.22,0.0
2008-11-04,2008-11-04,112.08,112.0,112.08,111.63,22101500,215978800.0,0.4,-0.06,-0.07,0.0
2008-11-05,2008-11-05,112.02,112.32,112.34,111.84,24468300,242440704.0,0.45,0.29,0.32,0.0
2008-11-06,2008-11-06,112.34,112.69,112.76,112.19,34827700,352633824.0,0.51,0.33,0.37,0.0
2008-11-07,2008-11-07,112.7,112.8,112.87,112.62,40540700,414913440.0,0.22,0.1,0.11,0.0
2008-11-10,2008-11-10,112.86,112.72,112.86,112.62,18424300,187336112.0,0.21,-0.07,-0.08,0.0
2008-11-11,2008-11-11,112.73,112.82,112.88,112.7,20826800,214808688.0,0.16,0.09,0.1,0.0
2008-11-12,2008-11-12,112.84,113.53,113.53,112.84,37555700,391265344.0,0.61,0.63,0.71,0.0
2008-11-13,2008-11-13,113.55,113.05,113.55,112.61,26251500,271210368.0,0.83,-0.42,-0.48,0.0
2008-11-14,2008-11-14,113.06,113.17,113.21,112.79,18716100,192010336.0,0.37,0.11,0.12,0.0
2008-11-17,2008-11-17,113.23,113.08,113.42,112.94,16662400,169435104.0,0.42,-0.08,-0.09,0.0
2008-11-18,2008-11-18,113.1,112.51,113.1,111.41,21346800,220604256.0,1.49,-0.5,-0.57,0.0
2008-11-19,2008-11-19,112.53,112.55,112.72,112.41,18253000,183747120.0,0.28,0.04,0.04,0.0
2008-11-20,2008-11-20,112.57,112.25,112.57,112.04,18044600,187236240.0,0.47,-0.27,-0.3,0.0
2008-11-21,2008-11-21,112.25,112.56,112.56,112.25,21354600,217172160.0,0.28,0.28,0.31,0.0
2008-11-24,2008-11-24,112.59,112.44,112.59,112.23,6358000,65926152.0,0.32,-0.11,-0.12,0.0
2008-11-25,2008-11-25,112.45,112.32,112.53,112.13,6613800,68360184.0,0.36,-0.11,-0.12,0.0
2008-11-26,2008-11-26,112.33,112.38,112.39,112.15,9803400,102158560.0,0.21,0.05,0.06,0.0
2008-11-27,2008-11-27,112.87,112.66,113.24,112.51,29210100,296830176.0,0.65,0.25,0.28,0.0
2008-11-28,2008-11-28,112.68,112.66,112.71,112.51,14039000,142217760.0,0.18,0.0,0.0,0.0
2008-12-01,2008-12-01,112.71,112.64,112.73,112.57,15660900,161283856.0,0.14,-0.02,-0.02,0.0
2008-12-02,2008-12-02,112.65,112.51,112.68,112.39,19137300,195525472.0,0.26,-0.12,-0.13,0.0
2008-12-03,2008-12-03,112.51,112.21,112.68,112.21,19539900,194599312.0,0.42,-0.27,-0.3,0.0
2008-12-04,2008-12-04,112.21,112.33,112.39,111.71,43946600,461387680.0,0.61,0.11,0.12,0.0
2008-12-05,2008-12-05,112.34,112.51,112.51,112.31,47043600,493607456.0,0.18,0.16,0.18,0.0
2008-12-08,2008-12-08,112.54,112.54,112.64,112.21,26247400,266703968.0,0.38,0.03,0.03,0.0
2008-12-09,2008-12-09,112.55,112.85,112.86,112.51,17151700,174032880.0,0.31,0.28,0.31,0.0
2008-12-10,2008-12-10,112.86,112.78,112.92,112.75,29713900,301941792.0,0.15,-0.06,-0.07,0.0
2008-12-11,2008-12-11,112.8,113.25,113.25,112.76,48492600,498148768.0,0.43,0.42,0.47,0.0
2008-12-12,2008-12-12,113.27,113.58,113.58,113.26,36167800,370449920.0,0.28,0.29,0.33,0.0
2008-12-15,2008-12-15,113.6,113.83,113.84,113.57,27239300,280148544.0,0.24,0.22,0.25,0.0
2008-12-16,2008-12-16,113.85,114.08,114.09,113.58,16133100,166208016.0,0.45,0.22,0.25,0.0
2008-12-17,2008-12-17,114.1,114.48,114.48,114.07,24447600,254386560.0,0.36,0.35,0.4,0.0
2008-12-18,2008-12-18,114.52,114.64,114.68,114.38,26906300,280583392.0,0.26,0.14,0.16,0.0
2008-12-19,2008-12-19,114.66,114.67,115.14,114.46,20721200,217254736.0,0.59,0.03,0.03,0.0
2008-12-22,2008-12-22,114.71,114.29,114.71,114.09,18017100,186949152.0,0.54,-0.33,-0.38,0.0
2008-12-23,2008-12-23,114.31,114.59,114.64,113.42,21107300,219880592.0,1.07,0.26,0.3,0.0
2008-12-24,2008-12-24,114.6,114.59,114.98,114.45,18697900,195527904.0,0.46,0.0,0.0,0.0
2008-12-25,2008-12-25,114.6,114.52,114.6,114.29,17132900,177681824.0,0.27,-0.06,-0.07,0.0
2008-12-26,2008-12-26,114.54,114.67,114.68,114.37,8006000,82996640.0,0.27,0.13,0.15,0.0
2008-12-29,2008-12-29,114.71,114.65,114.92,114.54,13731600,141926240.0,0.33,-0.02,-0.02,0.0
2008-12-30,2008-12-30,114.67,114.92,114.93,114.14,13012100,136405280.0,0.69,0.24,0.27,0.0
2008-12-31,2008-12-31,114.94,114.6,115.08,114.22,19827800,208838240.0,0.75,-0.28,-0.32,0.0
2009-01-05,2009-01-05,114.67,114.98,114.98,114.42,22361400,233202944.0,0.49,0.33,0.38,0.0
